Année,situation,Genre,Domaine,Taux d’insertion,Part des emplois de niveau cadre,Part des emplois stables,Part des emplois à temps plein,Salaire brut annuel estimé,Part des diplômés boursiers dans la discipline,Taux de chômage national
2014,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,75.0,34.0,37.0,77.0,22400.0,36.0,9.3
2012,18 mois après le diplôme,hommes,Sciences humaines et sociales,79.0,62.268107698141826,43.0,85.0,21800.0,32.80387685290764,10.1
2018,30 mois après le diplôme,hommes,Sciences humaines et sociales,80.0,47.0,46.0,83.0,25000.0,36.0,7.8
2013,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,85.0,49.0,49.0,90.0,25700.0,29.0,9.9
2018,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,87.0,61.0,47.0,95.0,28500.0,36.0,7.8
2014,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,84.0,52.0,51.0,91.0,26500.0,40.0,9.3
2019,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,91.0,60.0,58.0,96.0,29900.0,38.0,7.2
2013,18 mois après le diplôme,hommes,Sciences humaines et sociales,79.0,79.0,48.0,61.0,24000.0,31.0,9.9
2014,18 mois après le diplôme,femmes,Sciences humaines et sociales,89.0,78.0,44.0,57.0,24000.0,34.0,9.3
2020,30 mois après le diplôme,hommes,Sciences humaines et sociales,93.0,84.0,69.0,82.0,31800.0,32.0,6.9
2011,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,92.0,82.0,59.0,63.0,25400.0,29.0,9.7
2017,30 mois après le diplôme,femmes,Sciences humaines et sociales,94.0,91.0,66.0,71.0,27300.0,38.0,7.8
2018,30 mois après le diplôme,hommes,Sciences humaines et sociales,90.0,88.0,67.0,81.0,29500.0,42.0,7.8
2016,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,93.0,87.0,62.0,68.0,26500.0,39.0,8.5
2016,30 mois après le diplôme,femmes,Sciences humaines et sociales,93.0,87.0,61.0,67.0,26500.0,38.0,8.5
2015,18 mois après le diplôme,hommes,Sciences humaines et sociales,79.0,81.0,51.0,62.0,26500.0,39.0,8.6
2013,30 mois après le diplôme,femmes,Sciences humaines et sociales,87.0,46.0,62.0,90.0,26500.0,30.0,9.9
2017,18 mois après le diplôme,hommes,Sciences humaines et sociales,85.0,63.0,58.0,88.0,28100.0,39.0,7.8
2020,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,91.0,62.0,69.0,94.0,30000.0,36.0,6.9
2020,18 mois après le diplôme,hommes,Sciences humaines et sociales,88.0,64.0,58.0,89.0,32800.0,38.0,6.9
2020,30 mois après le diplôme,hommes,Sciences humaines et sociales,90.0,69.0,69.0,91.0,32800.0,38.0,6.9
2020,18 mois après le diplôme,femmes,Sciences humaines et sociales,87.0,51.0,52.0,92.0,28900.0,37.0,6.9
2020,30 mois après le diplôme,femmes,Sciences humaines et sociales,91.0,59.0,68.0,95.0,28900.0,37.0,6.9
2012,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,82.0,46.0,51.0,87.0,25700.0,29.0,10.1
2012,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.0,62.0,68.0,91.0,30900.0,32.80387685290764,10.1
2015,18 mois après le diplôme,hommes,Sciences humaines et sociales,89.0,61.0,59.0,92.0,28100.0,28.0,8.6
2013,18 mois après le diplôme,hommes,Sciences humaines et sociales,72.0,49.0,46.0,93.0,25000.0,26.0,9.9
2014,30 mois après le diplôme,femmes,Sciences humaines et sociales,88.0,48.0,55.0,92.0,26300.0,35.0,9.3
2019,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,80.0,33.0,38.0,89.0,23400.0,44.0,7.2
2014,18 mois après le diplôme,hommes,Sciences humaines et sociales,64.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,20.0,9.3
2016,18 mois après le diplôme,hommes,Sciences humaines et sociales,68.0,29.0,38.0,91.0,29569.70041714069,25.0,8.5
2017,18 mois après le diplôme,femmes,Sciences humaines et sociales,72.0,62.268107698141826,56.0,75.0,29569.70041714069,31.0,7.8
2013,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,89.0,67.0,71.0,78.0,28100.0,30.0,9.9
2018,18 mois après le diplôme,femmes,Sciences humaines et sociales,82.0,65.0,61.0,87.0,29569.70041714069,25.0,7.8
2014,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2020,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,6.9
2016,18 mois après le diplôme,femmes,Sciences humaines et sociales,80.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,26.0,8.5
2020,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,88.0,67.0,49.0,82.0,32500.0,39.0,6.9
2017,30 mois après le diplôme,femmes,Sciences humaines et sociales,74.0,46.0,60.0,82.0,29569.70041714069,31.0,7.8
2011,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,82.0,78.0,64.0,77.0,29569.70041714069,29.0,9.7
2015,18 mois après le diplôme,hommes,Sciences humaines et sociales,72.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,29.0,8.6
2018,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,91.0,48.0,55.0,91.0,28100.0,34.0,7.8
2013,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,89.0,45.0,58.0,87.0,26500.0,33.0,9.9
2013,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2017,18 mois après le diplôme,hommes,Sciences humaines et sociales,97.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,19.0,7.8
2013,18 mois après le diplôme,femmes,Sciences humaines et sociales,88.0,38.0,44.0,81.0,24900.0,36.0,9.9
2017,18 mois après le diplôme,femmes,Sciences humaines et sociales,88.0,45.0,50.0,91.0,25000.0,41.0,7.8
2018,18 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,30 mois après le diplôme,femmes,Sciences humaines et sociales,87.0,46.0,60.0,88.0,25900.0,29.0,9.3
2018,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,90.0,45.0,46.0,89.0,25500.0,34.0,7.8
2015,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2012,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2015,30 mois après le diplôme,femmes,Sciences humaines et sociales,89.0,42.0,59.0,86.0,27000.0,35.0,8.6
2015,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,89.0,42.0,61.0,88.0,27000.0,33.0,8.6
2011,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,89.0,42.0,53.0,88.0,25000.0,29.0,9.7
2012,30 mois après le diplôme,femmes,Sciences humaines et sociales,94.0,47.0,60.0,92.0,26500.0,32.80387685290764,10.1
2017,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2013,18 mois après le diplôme,femmes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2018,18 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2014,30 mois après le diplôme,femmes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2014,18 mois après le diplôme,femmes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2014,18 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2020,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,6.9
2020,18 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,6.9
2020,18 mois après le diplôme,femmes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,6.9
2019,18 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.2
2012,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2017,30 mois après le diplôme,hommes,Sciences humaines et sociales,88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2013,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,80.0,48.0,52.0,87.0,26500.0,31.0,9.9
2018,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,81.0,47.0,57.0,88.0,26500.0,44.0,7.8
2013,30 mois après le diplôme,hommes,Sciences humaines et sociales,80.0,55.0,50.0,84.0,26100.0,35.0,9.9
2020,30 mois après le diplôme,femmes,Sciences humaines et sociales,88.0,48.0,61.0,91.0,28900.0,44.0,6.9
2019,18 mois après le diplôme,hommes,Sciences humaines et sociales,77.0,36.0,49.0,83.0,29600.0,33.0,7.2
2019,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,81.0,43.0,52.0,86.0,27500.0,41.0,7.2
2020,30 mois après le diplôme,hommes,Sciences humaines et sociales,89.0,59.0,57.0,92.0,29600.0,44.0,6.9
2015,30 mois après le diplôme,femmes,Sciences humaines et sociales,84.0,47.0,53.0,87.0,25400.0,36.0,8.6
2012,30 mois après le diplôme,femmes,Sciences humaines et sociales,85.0,43.0,50.0,89.0,25000.0,32.80387685290764,10.1
2012,18 mois après le diplôme,hommes,Sciences humaines et sociales,77.0,62.268107698141826,47.0,87.0,27300.0,32.80387685290764,10.1
2015,18 mois après le diplôme,femmes,Sciences humaines et sociales,81.0,39.0,41.0,81.0,24600.0,36.0,8.6
2017,18 mois après le diplôme,hommes,Sciences humaines et sociales,89.0,59.0,51.0,93.0,26000.0,33.0,7.8
2013,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,85.0,39.0,55.0,90.0,23800.0,32.0,9.9
2014,30 mois après le diplôme,femmes,Sciences humaines et sociales,87.0,37.0,57.0,91.0,25000.0,39.0,9.3
2020,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,91.0,40.0,56.0,89.0,26800.0,40.0,6.9
2020,18 mois après le diplôme,hommes,Sciences humaines et sociales,87.0,43.0,51.0,82.0,28600.0,35.0,6.9
2019,30 mois après le diplôme,hommes,Sciences humaines et sociales,86.0,66.0,64.0,96.0,29600.0,33.0,7.2
2019,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,90.0,55.0,59.0,93.0,28500.0,35.0,7.2
2017,18 mois après le diplôme,hommes,Sciences humaines et sociales,89.0,65.0,65.0,96.0,28900.0,30.0,7.8
2014,30 mois après le diplôme,hommes,Sciences humaines et sociales,89.0,56.0,61.0,94.0,27800.0,27.0,9.3
2018,30 mois après le diplôme,femmes,Sciences humaines et sociales,87.0,58.0,68.0,96.0,29600.0,33.0,7.8
2018,18 mois après le diplôme,femmes,Sciences humaines et sociales,88.0,55.0,55.0,97.0,27100.0,33.0,7.8
2014,18 mois après le diplôme,hommes,Sciences humaines et sociales,77.0,53.0,43.0,92.0,26300.0,27.0,9.3
2012,30 mois après le diplôme,hommes,Sciences humaines et sociales,85.0,61.0,56.0,93.0,28100.0,32.80387685290764,10.1
2012,18 mois après le diplôme,femmes,Sciences humaines et sociales,83.0,62.268107698141826,38.0,91.0,25400.0,32.80387685290764,10.1
2015,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,82.0,54.0,45.0,93.0,26500.0,34.0,8.6
2015,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,85.0,51.0,56.0,91.0,26500.0,38.0,8.6
2016,30 mois après le diplôme,femmes,Sciences humaines et sociales,93.0,49.0,58.0,90.0,27300.0,37.0,8.5
2012,30 mois après le diplôme,femmes,Sciences humaines et sociales,84.0,33.0,55.0,89.0,23700.0,32.80387685290764,10.1
2015,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,83.0,43.0,40.0,87.0,25000.0,38.0,8.6
2013,30 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,79.0,82.0,98.0,32100.0,30.0,9.9
2017,18 mois après le diplôme,hommes,"Sciences, technologies et santé",92.0,81.0,77.0,97.0,31700.0,33.0,7.8
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,77.0,82.0,97.0,33600.0,33.0,7.8
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,75.0,73.0,97.0,31900.0,33.0,7.8
2019,30 mois après le diplôme,hommes,"Sciences, technologies et santé",93.0,78.0,85.0,98.0,34800.0,30.0,7.2
2020,18 mois après le diplôme,hommes,"Sciences, technologies et santé",89.0,77.0,78.0,97.0,36400.0,29.0,6.9
2016,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.0,73.0,70.0,96.0,30300.0,31.0,8.5
2018,30 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,81.0,86.0,97.0,34400.0,31.0,7.8
2015,18 mois après le diplôme,femmes,"Sciences, technologies et santé",86.0,58.0,56.0,94.0,28100.0,33.0,8.6
2018,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.0,65.0,54.0,95.0,28900.0,37.0,7.8
2019,30 mois après le diplôme,femmes,"Sciences, technologies et santé",91.0,65.0,67.0,97.0,31200.0,34.0,7.2
2020,30 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,75.0,73.0,98.0,33500.0,32.0,6.9
2020,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",87.0,65.0,56.0,97.0,32600.0,34.0,6.9
2020,18 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,64.0,54.0,97.0,32100.0,35.0,6.9
2016,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",82.0,61.0,50.0,96.0,27000.0,35.0,8.5
2018,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.0,66.0,53.0,95.0,29100.0,37.0,7.8
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",92.0,71.0,67.0,96.0,32400.0,35.0,6.9
2020,18 mois après le diplôme,hommes,"Sciences, technologies et santé",85.0,68.0,58.0,97.0,34300.0,31.0,6.9
2016,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",85.0,62.0,50.0,96.0,27600.0,35.0,8.5
2012,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",85.0,62.0,60.0,95.0,28100.0,34.0,10.1
2012,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",81.0,57.0,43.0,95.0,26500.0,34.0,10.1
2018,30 mois après le diplôme,femmes,"Sciences, technologies et santé",91.0,68.0,66.0,96.0,30900.0,37.0,7.8
2012,18 mois après le diplôme,femmes,"Sciences, technologies et santé",82.0,62.268107698141826,42.0,94.0,26200.0,32.80387685290764,10.1
2017,30 mois après le diplôme,hommes,"Sciences, technologies et santé",88.0,69.0,72.0,97.0,31200.0,33.0,7.8
2017,18 mois après le diplôme,femmes,"Sciences, technologies et santé",83.0,58.0,53.0,97.0,26800.0,35.0,7.8
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",74.0,57.0,48.0,93.0,25500.0,36.0,9.3
2019,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",89.0,67.0,69.0,97.0,30200.0,34.0,7.2
2020,18 mois après le diplôme,femmes,"Sciences, technologies et santé",86.0,63.0,55.0,98.0,29900.0,37.0,6.9
2019,18 mois après le diplôme,femmes,"Sciences, technologies et santé",84.0,62.0,51.0,93.0,29600.0,38.0,7.2
2016,30 mois après le diplôme,femmes,"Sciences, technologies et santé",83.0,61.0,64.0,95.0,27400.0,34.0,8.5
2015,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.0,53.0,58.0,95.0,26500.0,37.0,8.6
2016,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",86.0,64.0,69.0,96.0,28100.0,33.0,8.5
2017,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.0,63.0,67.0,96.0,28100.0,35.0,7.8
2015,18 mois après le diplôme,hommes,"Sciences, technologies et santé",73.0,54.0,51.0,96.0,25600.0,29.0,8.6
2015,18 mois après le diplôme,femmes,"Sciences, technologies et santé",77.0,50.0,44.0,92.0,26000.0,37.0,8.6
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,30 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,45.0,65.0,95.0,26800.0,29.0,9.3
2013,18 mois après le diplôme,hommes,"Sciences, technologies et santé",80.0,57.0,48.0,96.0,29569.70041714069,29.0,9.9
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",75.0,37.0,46.0,100.0,25100.0,37.0,9.3
2012,18 mois après le diplôme,femmes,"Sciences, technologies et santé",82.0,62.268107698141826,40.0,94.0,24200.0,32.80387685290764,10.1
2017,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",84.0,49.0,62.0,97.0,28100.0,42.0,7.8
2013,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.0,73.0,75.0,97.0,32200.0,32.0,9.9
2014,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,74.0,76.0,98.0,32800.0,30.0,9.3
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,79.0,73.0,98.0,32800.0,33.0,7.8
2018,18 mois après le diplôme,hommes,"Sciences, technologies et santé",90.0,84.0,75.0,97.0,33100.0,33.0,7.8
2020,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,82.0,85.0,99.0,36900.0,29.0,6.9
2015,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,75.0,80.0,98.0,32800.0,31.0,8.6
2013,18 mois après le diplôme,femmes,"Sciences, technologies et santé",79.0,56.0,50.0,94.0,28100.0,30.0,9.9
2017,18 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,66.0,55.0,98.0,30000.0,26.0,7.8
